108.428124 134.945254 145.014234 141.68932 133.887049 135.789445 136.962261 139.462986 138.818166 126.985107 84.444303 120.602793
120.178501 108.35244 110.905896 125.531069 116.387304 136.207212 127.062949 124.344308 111.728397 127.624168 90.34219 114.946697
141.05926 144.167307 138.529267 139.562955 131.996006 145.318303 148.700133 133.191206 125.07235 124.764399 85.459894 119.825453
136.897932 100.956978 131.639585 109.36379 135.490664 130.375993 142.488986 122.048819 128.677786 127.486609 96.807413 113.471937
137.681452 135.839705 147.451982 140.978344 152.647725 142.896451 125.684941 125.227432 127.094365 151.950953 98.296285 118.367047
154.557259 124.379741 138.536384 121.642643 128.82743 146.71599 133.183018 140.358811 129.947456 131.993887 88.308263 122.769681
145.426186 134.87367 124.907222 149.525958 110.335511 139.165975 109.822739 139.182264 137.207175 121.952379 91.661564 124.93852
133.053969 124.439052 128.141704 142.444477 133.426636 133.254194 133.940378 134.723571 123.807324 134.461028 78.247917 121.598234
129.445758 133.10351 138.152357 141.041686 148.195919 139.79104 128.652488 116.012951 120.607548 125.858796 92.65647 123.742435
152.242696 131.99869 116.462028 128.307883 144.149028 128.845882 123.112774 141.120009 114.825153 128.028701 81.531994 115.59593
130.574567 141.985906 126.315873 113.995858 146.760548 156.269198 120.677753 118.438088 127.5625 143.555033 86.947453 117.062972
117.719421 168.477829 147.150352 127.420622 133.769556 125.411985 135.218234 145.760417 141.73065 123.64346 88.5701 120.152397
133.782297 141.31312 128.66519 124.860074 120.390525 142.012351 140.580659 121.689032 129.427496 127.010835 89.933454 118.363675
129.444523 108.121966 120.972401 123.3788 119.0746 143.553349 115.578535 118.719827 125.430075 129.25519 92.295756 117.837947
118.963611 117.327708 104.355399 133.717825 127.934388 121.076746 109.351912 136.019506 125.27176 129.009683 88.887833 118.950482
143.906947 126.572968 128.746344 129.623663 121.868578 124.908223 124.839637 132.977769 122.019374 115.385032 85.706418 124.443715
126.310734 143.513387 123.500852 136.669923 113.842378 129.676278 149.648653 124.786674 117.159239 128.55371 96.931497 110.985609
122.065961 134.563262 124.746377 123.393991 124.982177 141.693758 109.719736 122.350718 145.530762 134.017694 76.965207 117.233481
138.359204 120.46641 126.788605 113.148754 119.320711 116.309579 120.251215 135.170299 128.156025 126.840554 98.852506 123.710098
138.616109 156.241739 133.732494 136.883263 145.023268 137.869246 148.886446 151.998175 114.972474 129.316249 82.450518 117.295895
128.870309 158.127552 137.861545 143.478964 143.434554 128.554144 131.192672 130.823591 151.217378 112.753824 86.267707 128.249154
114.614635 130.763199 133.602038 136.248294 116.172879 126.626557 112.315574 131.075591 136.771146 122.963653 86.673675 105.835092
148.510602 125.611085 140.19926 112.168941 160.048482 129.683304 135.9509 154.266933 117.856669 128.55823 88.056168 116.343431
124.522169 128.681478 124.706617 117.210951 118.220205 122.512084 133.544843 128.965953 140.536118 130.939733 99.290257 111.087911
97.428709 138.526602 133.832356 127.61776 131.267335 139.467398 120.012189 115.721382 112.684099 120.436749 93.45783 115.179026
128.486352 150.063199 136.085129 118.852139 114.99177 139.082588 132.685402 128.112794 129.54121 111.520396 83.571564 113.890165
138.613384 112.698303 108.757551 127.793742 130.260434 106.155541 142.972449 124.8292 134.871581 121.150772 86.610813 121.1071
122.350553 131.980593 139.587494 137.694391 108.606184 127.327446 147.130352 132.394358 137.242052 138.107033 79.366582 122.981558
141.85078 141.411322 123.094733 118.659694 143.62367 121.644444 131.477803 137.580815 111.77587 119.666527 97.557733 116.64357
125.960769 137.418069 139.838418 123.857786 138.343316 111.347631 122.689551 136.851977 124.447625 136.747987 89.946335 126.848835
137.758974 122.814267 139.731846 149.478747 131.184248 146.53229 143.619467 135.183351 133.428836 129.450344 83.654931 112.714853
