trial0001, 000600, AA_B101, 433, 4, 108.428124, AA_B102, 539, 4, 134.945254, AA_B103, 580, 4, 145.014234, AA_B104, 566, 4, 141.689320, AA_B105, 535, 4, 133.887049, AA_B106, 543, 4, 135.789445, AA_B107, 547, 4, 136.962261, AA_B108, 557, 4, 139.462986, AA_B109, 555, 4, 138.818166, AA_B110, 507, 4, 126.985107, ZIC, 3715, 44, 84.444303, ZIP, 5306, 44, 120.602793, 134, 137, 
trial0002, 000600, AA_B101, 480, 4, 120.178501, AA_B102, 433, 4, 108.352440, AA_B103, 443, 4, 110.905896, AA_B104, 502, 4, 125.531069, AA_B105, 465, 4, 116.387304, AA_B106, 544, 4, 136.207212, AA_B107, 508, 4, 127.062949, AA_B108, 497, 4, 124.344308, AA_B109, 446, 4, 111.728397, AA_B110, 510, 4, 127.624168, ZIC, 3975, 44, 90.342190, ZIP, 5057, 44, 114.946697, 119, 135, 
trial0003, 000600, AA_B101, 564, 4, 141.059260, AA_B102, 576, 4, 144.167307, AA_B103, 554, 4, 138.529267, AA_B104, 558, 4, 139.562955, AA_B105, 527, 4, 131.996006, AA_B106, 581, 4, 145.318303, AA_B107, 594, 4, 148.700133, AA_B108, 532, 4, 133.191206, AA_B109, 500, 4, 125.072350, AA_B110, 499, 4, 124.764399, ZIC, 3760, 44, 85.459894, ZIP, 5272, 44, 119.825453, 130, 194, 
trial0004, 000600, AA_B101, 547, 4, 136.897932, AA_B102, 403, 4, 100.956978, AA_B103, 526, 4, 131.639585, AA_B104, 437, 4, 109.363790, AA_B105, 541, 4, 135.490664, AA_B106, 521, 4, 130.375993, AA_B107, 569, 4, 142.488986, AA_B108, 488, 4, 122.048819, AA_B109, 514, 4, 128.677786, AA_B110, 509, 4, 127.486609, ZIC, 4259, 44, 96.807413, ZIP, 4992, 44, 113.471937, 124, 139, 
trial0005, 000600, AA_B101, 550, 4, 137.681452, AA_B102, 543, 4, 135.839705, AA_B103, 589, 4, 147.451982, AA_B104, 563, 4, 140.978344, AA_B105, 610, 4, 152.647725, AA_B106, 571, 4, 142.896451, AA_B107, 502, 4, 125.684941, AA_B108, 500, 4, 125.227432, AA_B109, 508, 4, 127.094365, AA_B110, 607, 4, 151.950953, ZIC, 4325, 44, 98.296285, ZIP, 5208, 44, 118.367047, 129, 142, 
trial0006, 000600, AA_B101, 618, 4, 154.557259, AA_B102, 497, 4, 124.379741, AA_B103, 554, 4, 138.536384, AA_B104, 486, 4, 121.642643, AA_B105, 515, 4, 128.827430, AA_B106, 586, 4, 146.715990, AA_B107, 532, 4, 133.183018, AA_B108, 561, 4, 140.358811, AA_B109, 519, 4, 129.947456, AA_B110, 527, 4, 131.993887, ZIC, 3885, 44, 88.308263, ZIP, 5401, 44, 122.769681, 119, 133, 
trial0007, 000600, AA_B101, 581, 4, 145.426186, AA_B102, 539, 4, 134.873670, AA_B103, 499, 4, 124.907222, AA_B104, 598, 4, 149.525958, AA_B105, 441, 4, 110.335511, AA_B106, 556, 4, 139.165975, AA_B107, 439, 4, 109.822739, AA_B108, 556, 4, 139.182264, AA_B109, 548, 4, 137.207175, AA_B110, 487, 4, 121.952379, ZIC, 4033, 44, 91.661564, ZIP, 5497, 44, 124.938520, 125, 133, 
trial0008, 000600, AA_B101, 532, 4, 133.053969, AA_B102, 497, 4, 124.439052, AA_B103, 512, 4, 128.141704, AA_B104, 569, 4, 142.444477, AA_B105, 533, 4, 133.426636, AA_B106, 533, 4, 133.254194, AA_B107, 535, 4, 133.940378, AA_B108, 538, 4, 134.723571, AA_B109, 495, 4, 123.807324, AA_B110, 537, 4, 134.461028, ZIC, 3442, 44, 78.247917, ZIP, 5350, 44, 121.598234, 146, 147, 
trial0009, 000600, AA_B101, 517, 4, 129.445758, AA_B102, 532, 4, 133.103510, AA_B103, 552, 4, 138.152357, AA_B104, 564, 4, 141.041686, AA_B105, 592, 4, 148.195919, AA_B106, 559, 4, 139.791040, AA_B107, 514, 4, 128.652488, AA_B108, 464, 4, 116.012951, AA_B109, 482, 4, 120.607548, AA_B110, 503, 4, 125.858796, ZIC, 4076, 44, 92.656470, ZIP, 5444, 44, 123.742435, 115, 136, 
trial0010, 000600, AA_B101, 608, 4, 152.242696, AA_B102, 527, 4, 131.998690, AA_B103, 465, 4, 116.462028, AA_B104, 513, 4, 128.307883, AA_B105, 576, 4, 144.149028, AA_B106, 515, 4, 128.845882, AA_B107, 492, 4, 123.112774, AA_B108, 564, 4, 141.120009, AA_B109, 459, 4, 114.825153, AA_B110, 512, 4, 128.028701, ZIC, 3587, 44, 81.531994, ZIP, 5086, 44, 115.595930, 136, 149, 
