0.00 128.071223016
0.01 128.211549201
0.02 128.157392875
0.03 128.36629944
0.04 128.176835715
0.05 128.088484918
0.06 128.307570957
0.07 127.999737453
0.08 128.100323572
0.09 128.173318641
0.10 128.903165604
0.20 129.286964286
0.30 129.376124144
0.40 129.344313113
0.50 129.080810345
0.60 129.186934466
0.70 128.947339202
0.80 129.143936079
0.90 129.405465135
1.00 129.367868123
