trial0001, 000600, AA_L00, 554, 4, 138.578909, AA_L01, 512, 4, 128.150158, AA_L02, 505, 4, 126.262469, AA_L03, 468, 4, 117.075450, AA_L04, 495, 4, 123.819064, AA_L05, 469, 4, 117.386299, AA_L06, 497, 4, 124.472688, AA_L07, 493, 4, 123.439044, AA_L08, 597, 4, 149.286856, AA_L09, 513, 4, 128.408624, AA_L10, 602, 4, 150.692836, ZIC, 3765, 44, 85.572827, ZIP, 5190, 44, 117.966046, 124, 138, 
trial0002, 000600, AA_L00, 419, 4, 104.963311, AA_L01, 572, 4, 143.030734, AA_L02, 578, 4, 144.633992, AA_L03, 467, 4, 116.870002, AA_L04, 470, 4, 117.539488, AA_L05, 463, 4, 115.938266, AA_L06, 467, 4, 116.820105, AA_L07, 478, 4, 119.526410, AA_L08, 372, 4, 93.099300, AA_L09, 411, 4, 102.872645, AA_L10, 505, 4, 126.413866, ZIC, 4113, 44, 93.494355, ZIP, 4869, 44, 110.668543, 131, 134, 
trial0003, 000600, AA_L00, 481, 4, 120.474092, AA_L01, 480, 4, 120.239239, AA_L02, 551, 4, 137.972908, AA_L03, 481, 4, 120.480691, AA_L04, 528, 4, 132.061949, AA_L05, 514, 4, 128.677495, AA_L06, 508, 4, 127.122450, AA_L07, 492, 4, 123.191160, AA_L08, 441, 4, 110.294049, AA_L09, 460, 4, 115.248217, AA_L10, 469, 4, 117.433541, ZIC, 3936, 44, 89.466774, ZIP, 4931, 44, 112.083609, 122, 134, 
trial0004, 000600, AA_L00, 444, 4, 111.078970, AA_L01, 519, 4, 129.763247, AA_L02, 569, 4, 142.362319, AA_L03, 549, 4, 137.492278, AA_L04, 474, 4, 118.591096, AA_L05, 556, 4, 139.188874, AA_L06, 486, 4, 121.530492, AA_L07, 521, 4, 130.398775, AA_L08, 480, 4, 120.166706, AA_L09, 480, 4, 120.239655, AA_L10, 596, 4, 149.109406, ZIC, 4010, 44, 91.155670, ZIP, 5186, 44, 117.874165, 120, 130, 
trial0005, 000600, AA_L00, 508, 4, 127.205535, AA_L01, 453, 4, 113.357798, AA_L02, 553, 4, 138.252597, AA_L03, 503, 4, 125.929356, AA_L04, 505, 4, 126.342137, AA_L05, 464, 4, 116.242440, AA_L06, 422, 4, 105.643923, AA_L07, 508, 4, 127.068028, AA_L08, 498, 4, 124.669481, AA_L09, 523, 4, 130.976293, AA_L10, 489, 4, 122.364049, ZIC, 3658, 44, 83.155869, ZIP, 4848, 44, 110.203073, 137, 139, 
trial0006, 000600, AA_L00, 513, 4, 128.367965, AA_L01, 449, 4, 112.397636, AA_L02, 524, 4, 131.071010, AA_L03, 438, 4, 109.630997, AA_L04, 529, 4, 132.463764, AA_L05, 568, 4, 142.027498, AA_L06, 507, 4, 126.979634, AA_L07, 461, 4, 115.289158, AA_L08, 506, 4, 126.727246, AA_L09, 585, 4, 146.428682, AA_L10, 526, 4, 131.624551, ZIC, 4028, 44, 91.564645, ZIP, 4846, 44, 110.139160, 123, 132, 
trial0007, 000600, AA_L00, 477, 4, 119.416671, AA_L01, 453, 4, 113.481150, AA_L02, 520, 4, 130.072765, AA_L03, 477, 4, 119.447105, AA_L04, 529, 4, 132.379549, AA_L05, 493, 4, 123.259963, AA_L06, 450, 4, 112.561905, AA_L07, 555, 4, 138.887284, AA_L08, 561, 4, 140.447354, AA_L09, 503, 4, 125.982816, AA_L10, 477, 4, 119.471480, ZIC, 4094, 44, 93.049679, ZIP, 4875, 44, 110.799590, 110, 121, 
trial0008, 000600, AA_L00, 554, 4, 138.531064, AA_L01, 615, 4, 153.937420, AA_L02, 538, 4, 134.599001, AA_L03, 540, 4, 135.237209, AA_L04, 515, 4, 128.984876, AA_L05, 495, 4, 123.764227, AA_L06, 571, 4, 142.898445, AA_L07, 495, 4, 123.943053, AA_L08, 444, 4, 111.141196, AA_L09, 568, 4, 142.023216, AA_L10, 510, 4, 127.662140, ZIC, 3617, 44, 82.214354, ZIP, 5308, 44, 120.651842, 123, 130, 
trial0009, 000600, AA_L00, 529, 4, 132.302885, AA_L01, 554, 4, 138.597531, AA_L02, 473, 4, 118.339273, AA_L03, 478, 4, 119.673261, AA_L04, 597, 4, 149.378438, AA_L05, 537, 4, 134.400190, AA_L06, 566, 4, 141.720248, AA_L07, 552, 4, 138.119951, AA_L08, 483, 4, 120.869917, AA_L09, 529, 4, 132.286770, AA_L10, 525, 4, 131.315955, ZIC, 3855, 44, 87.634476, ZIP, 5308, 44, 120.637849, 126, 144, 
trial0010, 000600, AA_L00, 516, 4, 129.085902, AA_L01, 522, 4, 130.633101, AA_L02, 563, 4, 140.771910, AA_L03, 477, 4, 119.316149, AA_L04, 526, 4, 131.628529, AA_L05, 504, 4, 126.157637, AA_L06, 528, 4, 132.035240, AA_L07, 477, 4, 119.387283, AA_L08, 533, 4, 133.252033, AA_L09, 519, 4, 129.967703, AA_L10, 506, 4, 126.659623, ZIC, 4234, 44, 96.248597, ZIP, 4981, 44, 113.215484, 133, 133, 
