0.00 109.387640039
0.01 127.431085722
0.02 128.318099563
0.03 128.970970088
0.04 129.551103369
0.05 129.665713658
0.06 129.864058425
0.07 129.796603131
0.08 129.6981098
0.09 130.170249082
0.10 129.138075637
0.20 129.038127227
0.30 129.311672435
0.40 129.230296165
0.50 129.46662764
0.60 129.061668974
0.70 129.164379064
0.80 129.136841506
0.90 129.270957148
1.00 129.286480091
