149.751795 134.703684 133.469091 144.139308 145.830292 143.357535 142.824042 165.225745 132.36625 137.006259 118.539913 82.846979 122.269938
116.459276 113.72723 134.637484 153.273688 135.674562 122.256412 93.085585 125.328181 145.068894 130.010688 132.355772 88.096376 123.505645
125.141106 144.333919 147.588172 125.652305 138.343007 143.061153 94.257157 126.835713 127.623154 128.877282 143.195045 92.825964 117.273307
127.530342 138.841574 144.515533 134.197026 122.004809 138.641276 125.347909 125.559435 124.118454 137.713221 117.74642 92.531351 122.244467
121.344304 123.753222 126.095416 118.809392 113.951343 121.476957 139.555631 123.015679 138.33577 109.173576 115.523123 92.088487 113.976566
143.225816 135.463467 134.548388 138.203948 146.047603 116.023407 124.906748 128.336618 101.191584 134.183179 146.881329 84.007935 117.468239
131.276249 140.463417 123.637388 129.335674 136.94434 129.104182 146.560604 155.268546 139.525472 144.933646 131.752248 79.610767 123.452709
123.188541 130.649374 106.288434 127.141097 154.316749 140.237611 123.477546 137.018923 133.150625 126.767756 135.59097 89.458376 116.716386
119.3417 131.445049 130.626257 130.342433 118.081488 129.779834 123.535591 137.796999 124.349628 130.302798 147.765331 85.741072 117.998282
140.012923 124.633114 123.036546 148.791877 103.110811 146.266731 119.231977 126.126233 128.064774 142.489506 128.69807 97.508244 118.449705
129.206195 131.055929 100.978099 133.603794 148.114387 134.525085 128.692655 132.862803 107.311856 131.679283 150.082349 90.616847 120.645659
125.799761 132.785456 119.297825 128.620219 119.262429 120.887033 136.685322 90.513 113.922859 139.646182 119.4042 86.379767 118.227116
128.981466 132.779152 117.674735 123.093411 121.897229 115.233621 124.976757 118.328023 116.144188 151.806722 135.386169 96.246403 119.930735
108.317295 138.218751 123.286033 108.44431 147.607605 123.162169 134.499761 130.831791 136.831251 133.782166 131.136307 89.036626 115.42997
130.532847 123.754062 133.645448 141.412351 130.054519 127.940264 134.592019 133.14863 130.345545 138.840282 126.219656 82.616336 119.271335
135.133373 118.095974 147.225786 129.905999 117.795439 117.537638 128.943009 138.349254 133.300385 132.27619 132.944994 91.801969 119.492755
142.728449 130.156825 131.238961 152.839121 131.967279 146.122499 124.408922 123.166428 141.843163 146.730223 128.002291 91.793687 111.755935
130.787396 121.026107 115.853703 112.776477 121.308879 138.421708 139.693005 132.494144 142.302294 138.985812 119.110823 93.982835 113.948043
102.958511 119.833798 116.074157 126.082584 112.146308 111.425537 124.021885 107.149883 107.851527 108.121221 108.659202 91.881064 117.521244
120.978422 125.371241 123.786247 140.814209 128.159642 127.26553 116.49318 129.712509 139.006205 140.119205 135.999276 86.880161 112.419324
135.200651 132.53116 118.970651 124.204741 133.9157 134.946837 125.04635 133.618687 133.59091 156.94164 140.828693 93.297674 114.811779
138.691378 125.548292 140.775541 124.614275 145.205532 131.897534 132.666807 136.43071 142.56404 121.649171 114.736657 93.197595 119.66332
129.262312 111.419103 109.582194 142.634817 142.928035 126.235499 113.340282 124.323974 113.829645 124.056762 130.793072 83.774169 117.302586
136.957661 149.573101 124.679256 134.598854 118.441401 120.77583 125.636146 136.489507 126.300711 123.97148 127.103491 81.675465 112.958404
111.241733 104.222116 131.392905 140.556348 123.943588 121.242289 134.723593 130.498044 108.066404 124.866318 141.240416 92.727164 117.455222
163.166273 128.429349 146.428182 147.948332 150.188417 122.144963 137.418595 144.977259 137.291077 136.395838 119.448671 82.722185 113.747183
137.321674 124.847525 116.930206 133.972007 141.491759 147.102238 93.616244 114.485933 138.871597 147.653906 133.431863 83.993566 120.463257
131.385988 121.189461 128.750253 134.435114 149.899797 147.198844 107.479139 125.95553 126.961698 151.051539 146.157246 84.780029 117.359552
139.662738 130.075779 129.381532 143.886244 116.750189 131.525125 130.488403 129.175426 136.513163 112.163994 126.530361 88.2928 120.284204
115.499299 100.82242 121.733982 132.737056 107.091041 120.767399 120.221157 110.790532 111.25119 121.476845 119.53493 94.871664 116.089623
121.348148 128.926204 143.3385 115.080354 106.53548 120.238375 138.346343 117.286389 134.12914 132.1817 124.897648 95.53638 109.958322
145.502023 116.114766 121.732597 153.161242 142.933851 130.673439 124.375654 123.066404 138.800353 153.719939 136.131362 73.382886 120.120603
134.163674 121.279422 113.14124 131.35707 125.454493 128.805525 130.330261 129.983547 120.237302 135.519521 105.497523 88.10566 123.619833
108.819627 122.200854 136.949084 129.5058 109.392852 112.799628 138.2221 119.813178 130.716699 128.483586 136.045397 95.983977 108.611587
107.951027 110.374819 123.615076 119.296442 139.668963 125.918559 110.458803 119.917721 130.461378 109.926071 138.914871 88.969737 116.507196
118.946783 113.392883 125.840039 106.609475 119.295275 121.468255 112.095428 114.666445 135.174178 138.556661 115.462433 94.562795 114.572854
142.71733 138.823099 132.427799 148.552208 138.753918 128.569563 124.682563 123.186459 126.45004 132.225664 126.82658 92.101974 126.605733
125.977321 116.470577 127.090496 138.617946 144.27848 132.183469 127.477704 124.920103 134.442342 116.139127 140.325032 86.046014 119.574659
122.375757 123.994128 136.713465 132.439749 125.863563 124.635208 117.798782 145.866669 134.492104 139.7338 123.429215 101.662788 108.806081
132.068147 126.149101 128.113297 142.195117 144.971347 137.786973 128.231154 151.131828 129.481646 113.805351 114.2045 84.710495 112.913281
104.592467 134.147266 132.239573 146.201498 124.20424 115.986067 130.631276 119.815482 130.155865 137.594093 126.136697 85.443443 115.310691
133.867834 122.328995 135.366625 135.789584 130.860461 139.700636 128.325594 114.276579 121.873251 136.114842 118.380512 92.678625 115.763656
112.810733 132.375799 131.553222 145.413035 114.207351 112.09935 139.017044 116.297871 116.182491 114.911599 142.062209 92.093684 118.003525
115.83557 123.413521 124.241231 124.797329 121.893078 133.310684 140.771443 110.793746 128.963358 115.191215 128.875154 85.30638 114.61759
132.624813 128.132228 127.489639 147.668433 120.953955 128.505464 116.32931 136.480991 119.215653 130.443533 121.230504 87.423 112.365679
119.614258 121.095194 137.776112 134.424033 130.94969 143.598614 120.571279 130.089759 115.506114 143.954948 146.787916 88.340024 120.467438
137.918996 125.522684 122.758291 125.489777 146.138806 122.171947 112.681606 132.747532 136.166984 152.4235 147.630028 87.785555 116.541704
140.630064 149.786602 145.829829 135.293782 136.759339 124.569101 126.330053 148.545329 140.758713 105.401869 127.818298 91.017048 122.894499
137.699175 125.934251 113.761793 129.584003 118.290377 143.933807 132.41138 114.949096 141.833187 122.707324 128.96757 88.605825 118.569451
138.444536 116.190493 118.739153 156.641438 119.162826 133.362848 130.53239 140.943758 153.653349 112.888678 143.014813 91.286044 113.479931
144.736252 137.0082 148.112413 129.48442 119.612465 135.214021 129.106234 152.209605 132.748185 128.62354 136.905702 85.129969 110.528118
126.471771 134.30267 155.798951 139.458366 119.137841 122.680691 129.320622 133.240663 120.296965 121.748919 131.026605 88.727082 121.933458
115.173393 123.766667 136.480326 125.573437 130.632711 116.247594 125.012424 121.52272 124.689717 119.887972 123.905058 82.460099 113.02699
113.73682 123.364392 131.309949 123.370682 124.06427 127.141983 126.063101 121.583582 114.269193 126.325781 132.390231 96.870522 107.936752
142.288907 117.33041 138.065662 124.12186 141.893765 126.978734 132.535183 129.055061 117.296567 133.160601 136.024652 91.44965 116.982041
130.587298 130.169581 129.843485 122.558056 116.59999 125.663585 134.102334 139.03262 106.785969 156.642705 143.093031 86.138026 117.423005
118.772494 126.452065 113.968756 116.524498 124.869724 135.474313 137.324214 132.954982 139.704497 124.971681 139.534573 95.127268 112.73166
147.815791 138.844964 112.265798 125.169423 155.779731 129.858348 144.936566 120.49626 108.674652 129.439639 100.653642 90.029527 123.680945
134.248805 118.002232 140.048849 114.980376 126.954309 128.386039 126.82515 133.955302 123.265706 128.103861 134.43552 91.310938 115.124867
135.366433 134.491372 139.211277 133.839569 162.002575 145.723789 146.770247 123.32617 142.327128 123.097005 147.079279 92.448063 113.735133
109.29104 120.014184 128.502492 112.411121 121.522466 137.018949 126.28448 121.603109 132.423581 136.897223 140.855634 93.141022 116.443135
115.97293 109.495653 133.160153 128.440313 103.953689 128.015777 116.535837 121.489385 128.333533 107.914635 126.498592 94.550458 113.71677
127.174874 143.713442 132.162598 131.644731 122.232752 126.41577 117.374412 129.276392 122.695128 127.447597 127.070454 91.276876 114.181474
131.612185 148.389833 142.125308 103.079133 151.222944 136.78011 158.133977 124.001405 126.441559 127.196397 123.04644 89.553854 121.579846
138.978168 106.67503 136.484355 137.498442 148.127335 148.119352 121.763785 136.078498 134.042889 136.205862 149.339871 85.617025 120.218103
136.984614 124.932131 130.113803 136.643847 127.058966 149.170991 107.850688 117.507847 138.117533 120.47419 116.880426 85.218243 122.646754
147.055049 152.016565 129.78716 125.986512 106.376157 104.127509 118.469735 128.504796 128.678594 136.018142 119.959991 84.51818 122.529074
114.048087 126.895157 125.462432 119.126058 111.851371 139.205521 119.96298 105.646492 108.649559 147.613127 106.748903 88.82063 112.137581
117.555931 109.578633 112.644696 114.958265 126.470844 115.951687 128.94243 137.007865 128.552506 140.566119 116.409884 86.980855 114.415612
143.59001 126.44997 122.914271 128.618086 130.490565 111.013972 134.127847 133.590282 147.997388 119.93686 86.795386 88.509231 119.693074
138.44998 134.382572 123.607888 132.92201 142.697619 134.021685 126.001386 128.160137 137.005738 130.156564 126.642497 82.199778 115.295852
128.51328 143.019181 131.358127 140.875804 133.683794 127.772834 121.00911 111.424191 146.970785 125.177376 134.20743 88.659276 120.612369
136.343732 151.819353 121.200307 115.333241 123.913776 134.707657 118.956118 141.856179 123.477637 121.405775 140.425575 90.084555 119.784595
155.599375 114.226026 119.535821 126.228947 147.287643 119.541332 137.92409 106.39882 136.423213 144.099089 110.401361 81.879025 114.560456
126.76497 136.335675 124.936108 131.78808 137.103443 114.249089 95.888352 127.866907 113.664599 141.403533 121.156881 90.601038 119.134631
128.660716 129.088554 115.802143 141.389595 147.951839 135.533352 158.650536 144.050516 142.058337 127.75736 152.164838 84.484495 115.346615
134.633304 144.320819 134.797522 131.545462 111.979638 122.389377 152.669543 129.843642 138.443935 122.610199 127.51086 87.747428 114.412181
142.221773 129.758709 104.550608 134.3916 138.274459 124.333524 124.935934 114.712598 119.389973 116.447014 142.182559 78.73572 123.17803
128.704365 133.378465 130.900407 111.949232 131.870294 140.618089 128.8054 122.62304 120.994534 125.770122 129.087698 92.697859 118.670173
128.935492 135.193141 132.35693 125.197058 128.398808 124.261066 142.858137 133.454108 132.873207 125.365472 130.874958 82.597435 111.309986
127.080356 109.813406 133.326476 117.307306 127.266954 134.246205 130.295237 129.320149 129.665641 110.914246 135.626142 79.978739 121.874705
145.259001 116.785663 122.292605 131.74951 118.152049 120.139441 128.822907 125.273608 126.600096 132.444064 127.046087 92.343318 120.946225
